family_combined,name,cost_unit,qtt,cost,description,creation_date,modification_date,billed_person_id,customer_name
7 - Mobile,Business Smartphone 5 Go,11.0,17.0,187.0,,2024-02-09 10:29:40,2025-03-13 10:34:39,1403088,ATPC - ANTENNE LENS
7 - Mobile,Remise Parc > 100 lignes,-18.7,1.0,-18.7,,2024-02-09 10:29:40,2025-03-13 10:34:39,1403088,ATPC - ANTENNE LENS
7 - Mobile,Accès internet mobile 5 Go,10.0,19.0,190.0,,2024-02-09 14:01:24,2025-02-06 11:42:17,1403097,ATPC - SASB
7 - Mobile,Business Smartphone 5 Go,11.0,16.0,176.0,,2024-02-09 10:30:51,2025-01-31 10:22:03,1403097,ATPC - SASB
7 - Mobile,Remise Parc > 100 lignes,-35.6,1.0,-35.6,,2024-02-09 14:01:24,2025-01-31 10:51:22,1403097,ATPC - SASB
7 - Mobile,Business Smartphone 5 Go,11.0,24.0,264.0,,2024-02-09 10:32:07,2024-02-22 16:24:57,1403094,ATPC - SERVICES DES ÉTABLISSEMENTS
7 - Mobile,Remise Parc > 100 lignes,-26.4,1.0,-26.4,,2024-02-09 10:32:07,2024-02-22 16:24:57,1403094,ATPC - SERVICES DES ÉTABLISSEMENTS
7 - Mobile,Business Smartphone 1 Go,11.0,1.0,11.0,,2025-01-31 10:50:32,2025-01-31 10:50:32,393048,ATPC - SIEGE
7 - Mobile,Business Smartphone 5 Go,11.0,23.0,253.0,,2024-02-09 09:19:21,2025-03-18 17:02:42,393048,ATPC - SIEGE
7 - Mobile,Business Smartphone 20 Go,16.0,1.0,16.0,,2024-02-09 09:19:21,2024-02-18 09:47:38,393048,ATPC - SIEGE
7 - Mobile,Business Voix et SMS,6.0,2.0,12.0,,2024-02-09 09:19:21,2024-08-30 09:44:39,393048,ATPC - SIEGE
7 - Mobile,Remise Parc > 100 lignes,-29.2,1.0,-29.2,,2024-02-09 09:19:21,2025-03-18 17:02:42,393048,ATPC - SIEGE
1 - Licenses and options,Adresses IP/30,10.0,1.0,10.0,,2024-10-04 14:52:01,2024-10-04 14:52:01,1013885,AXO GROUPE
1 - Licenses and options,Envoi de mail personnalisable - Demande de rappel,25.0,1.0,25.0,,2024-09-19 13:48:24,2024-09-19 13:48:24,1013885,AXO GROUPE
1 - Licenses and options,Hébergement Coeur de Système standard téléphonique,45.0,1.0,45.0,,2024-09-19 13:58:54,2024-09-19 13:58:54,1013885,AXO GROUPE
1 - Licenses and options,Hébergement Contact Expérience - Cloud sécurisé - Téléphonie IP,119.0,1.0,119.0,,2024-09-19 13:48:24,2024-09-19 13:48:24,1013885,AXO GROUPE
1 - Licenses and options,Licence utilisateur illimité F/M France - 4 communications simultanées,15.0,7.0,105.0,,2024-09-19 13:58:54,2025-01-03 09:34:42,1013885,AXO GROUPE
1 - Licenses and options,Remise Coeur de système,-20.0,1.0,-20.0,,2024-09-19 13:58:54,2024-09-19 13:58:54,1013885,AXO GROUPE
1 - Licenses and options,Remise N'co Services,-45.0,1.0,-45.0,,2024-09-19 13:48:24,2024-09-19 13:48:24,1013885,AXO GROUPE
3 - Access links,Accès Internet - Fibre Dédiée FTTO - 100 Mbps - symétrique et garanti,315.0,1.0,315.0,,2024-10-04 14:52:01,2024-10-04 14:52:01,1013885,AXO GROUPE
3 - Access links,Remise client,-25.0,1.0,-25.0,,2024-10-04 14:52:01,2024-10-04 14:54:34,1013885,AXO GROUPE
4 - Numbers and portabilities,Numéro direct - SDA supplémentaire,0.5,13.0,6.5,,2024-09-19 13:58:54,2025-01-03 09:34:42,1013885,AXO GROUPE
6 - Hardware,Routeur Fibre Optique - compatible VRRP,10.0,1.0,10.0,,2024-10-04 14:52:01,2024-10-04 14:52:01,1013885,AXO GROUPE
7 - Mobile,Accès Internet mobile 20 Go,19.0,12.0,228.0,,2022-04-04 13:23:52,2025-02-06 09:51:57,1013885,AXO GROUPE
7 - Mobile,Business Smartphone 20 Go,24.0,12.0,288.0,,2022-02-28 11:40:39,2025-02-06 09:51:57,1013885,AXO GROUPE
7 - Mobile,Business Smartphone 50 Go,34.0,1.0,34.0,,2022-06-28 09:50:36,2024-07-02 14:44:15,1013885,AXO GROUPE
7 - Mobile,Remise,-85.35,1.0,-85.35,,2024-06-20 13:50:11,2024-07-02 14:44:15,1013885,AXO GROUPE
1 - Licenses and options,Licence Utilisateur,15.0,5.0,75.0,,2025-04-14 14:24:37,2025-04-14 14:24:37,314726,BATI SERVICE
1 - Licenses and options,Téléphonie Hébergée - Standard,25.0,1.0,25.0,,2025-04-14 14:24:37,2025-04-14 14:24:37,314726,BATI SERVICE
3 - Access links,Fibre Mutualisée - Accès Internet FTTH 1 Gbps Max,59.0,1.0,59.0,,2025-04-14 14:24:37,2025-04-14 14:24:37,314726,BATI SERVICE
4 - Numbers and portabilities,Numéro Direct - SDA,0.5,1.0,0.5,,2025-04-14 14:24:37,2025-04-14 14:24:37,314726,BATI SERVICE
1 - Licenses and options,Application Softphone Doko,0.0,1.0,0.0,,2022-11-02 10:12:34,2024-03-26 14:48:49,1127019,BAYART DL
1 - Licenses and options,Hébergement coeur de système - Licence utilisateur,85.0,1.0,85.0,,2022-10-04 14:36:19,2024-03-26 14:48:49,1127019,BAYART DL
3 - Access links,Accès Internet - Fibre Mutualisée FTTH - 1 Gbps Max,0.0,1.0,0.0,,2022-10-04 14:36:19,2024-03-26 14:48:49,1127019,BAYART DL
7 - Mobile,Business Smartphone 20 Go,24.0,1.0,24.0,,2022-10-03 14:46:08,2024-03-26 14:48:49,1127019,BAYART DL
8 - Various,Remise Commerciale,-15.0,1.0,-15.0,,2022-10-03 14:59:25,2022-11-02 10:11:38,1127019,BAYART DL
7 - Mobile,Business Smartphone 5 Go,18.0,1.0,18.0,,2024-10-24 09:57:04,2025-05-02 14:35:22,1594471,BERNARD BENOIT
1 - Licenses and options,Hébergement Coeur de Système Standard Téléphonique,45.0,1.0,45.0,,2023-07-27 13:05:24,2023-07-27 13:05:24,1256139,BMD ASSOCIES
1 - Licenses and options,Intégration de la solution sur la plateforme Verloo,-35.0,1.0,-35.0,,2023-07-27 13:10:53,2023-07-27 13:10:53,1256139,BMD ASSOCIES
1 - Licenses and options,Licence utilisateur,15.0,6.0,90.0,,2023-07-27 13:05:24,2023-07-27 13:05:24,1256139,BMD ASSOCIES
7 - Mobile,06 09 88 54 28 - Business Smartphone 20 Go,18.0,1.0,18.0,,2024-10-03 14:44:55,2024-10-03 14:44:55,1317990,BUSINESS DEVELOPPEMENT AFTERMARKET
7 - Mobile,06 10 07 42 78 - Business Smartphone 20 Go,18.0,1.0,18.0,,2024-10-03 14:44:55,2024-10-03 14:44:55,1317990,BUSINESS DEVELOPPEMENT AFTERMARKET
7 - Mobile,06 14 11 37 93 - Business Smartphone 20 Go,18.0,1.0,18.0,,2024-10-03 14:44:55,2024-10-03 14:44:55,1317990,BUSINESS DEVELOPPEMENT AFTERMARKET
7 - Mobile,06 17 01 64 06 - Business Smartphone 20 Go,18.0,1.0,18.0,,2024-10-03 14:34:29,2024-10-03 14:34:29,1317990,BUSINESS DEVELOPPEMENT AFTERMARKET
7 - Mobile,06 24 93 03 44 - Business Smartphone 20 Go,18.0,1.0,18.0,,2024-10-03 14:44:55,2024-10-03 14:44:55,1317990,BUSINESS DEVELOPPEMENT AFTERMARKET
7 - Mobile,06 26 06 45 92 - Business Smartphone 20 Go,18.0,1.0,18.0,,2024-10-03 14:44:55,2024-10-03 14:44:55,1317990,BUSINESS DEVELOPPEMENT AFTERMARKET
7 - Mobile,06 26 06 47 35 - Business Smartphone 20 Go,18.0,1.0,18.0,,2024-10-03 14:44:55,2024-10-03 14:44:55,1317990,BUSINESS DEVELOPPEMENT AFTERMARKET
7 - Mobile,06 26 31 21 94 - Business Smartphone 20 Go,18.0,1.0,18.0,,2024-10-03 14:34:29,2024-10-03 14:34:29,1317990,BUSINESS DEVELOPPEMENT AFTERMARKET
7 - Mobile,06 30 76 81 71 - Business Smartphone 20 Go,18.0,1.0,18.0,,2024-10-03 14:44:55,2024-10-03 14:44:55,1317990,BUSINESS DEVELOPPEMENT AFTERMARKET
7 - Mobile,06 30 76 81 74 - Business Smartphone 20 Go,18.0,1.0,18.0,,2024-10-03 14:44:55,2024-10-03 14:44:55,1317990,BUSINESS DEVELOPPEMENT AFTERMARKET
7 - Mobile,06 30 76 81 88 - Business Smartphone 20 Go,18.0,1.0,18.0,,2024-10-03 14:44:55,2024-10-03 14:44:55,1317990,BUSINESS DEVELOPPEMENT AFTERMARKET
7 - Mobile,06 47 06 91 43 - Business Smartphone 20 Go,18.0,1.0,18.0,,2024-10-03 14:44:55,2024-10-03 14:44:55,1317990,BUSINESS DEVELOPPEMENT AFTERMARKET
7 - Mobile,06 64 61 20 44 - Business Smartphone 20 Go,18.0,1.0,18.0,,2024-10-03 14:44:55,2024-10-03 14:44:55,1317990,BUSINESS DEVELOPPEMENT AFTERMARKET
7 - Mobile,06 66 95 72 54 - Business Smartphone 20 Go,18.0,1.0,18.0,,2024-10-03 14:44:55,2024-10-03 14:44:55,1317990,BUSINESS DEVELOPPEMENT AFTERMARKET
7 - Mobile,06 77 22 86 65 - Business Smartphone 20 Go,18.0,1.0,18.0,,2024-10-03 14:44:55,2024-10-03 14:44:55,1317990,BUSINESS DEVELOPPEMENT AFTERMARKET
7 - Mobile,06 80 31 19 89 - Business Smartphone 20 Go,18.0,1.0,18.0,,2024-10-03 14:44:55,2024-10-03 14:44:55,1317990,BUSINESS DEVELOPPEMENT AFTERMARKET
7 - Mobile,06 88 31 07 82 - Business Smartphone 20 Go,18.0,1.0,18.0,,2024-10-03 14:44:55,2024-10-03 14:44:55,1317990,BUSINESS DEVELOPPEMENT AFTERMARKET
7 - Mobile,06 89 70 41 75 - Business Smartphone 20 Go,18.0,1.0,18.0,,2024-10-03 14:44:55,2024-10-03 14:44:55,1317990,BUSINESS DEVELOPPEMENT AFTERMARKET
7 - Mobile,07 50 56 46 12 - Business Smartphone 20 Go,18.0,1.0,18.0,,2025-01-10 09:06:45,2025-01-10 09:06:45,1317990,BUSINESS DEVELOPPEMENT AFTERMARKET
7 - Mobile,07 55 65 77 29 - Business Smartphone 20 Go,18.0,1.0,18.0,,2024-08-22 14:53:05,2024-10-03 14:34:29,1317990,BUSINESS DEVELOPPEMENT AFTERMARKET
7 - Mobile,07 56 38 64 12 - Business Smartphone 20 Go,18.0,1.0,18.0,,2024-02-26 11:53:43,2024-10-03 14:34:29,1317990,BUSINESS DEVELOPPEMENT AFTERMARKET
7 - Mobile,07 56 43 73 23 - Business Smartphone 20 Go,18.0,1.0,18.0,,2024-12-19 09:24:10,2024-12-19 09:24:10,1317990,BUSINESS DEVELOPPEMENT AFTERMARKET
7 - Mobile,07 57 00 80 48 - Business Smartphone 20 Go,18.0,1.0,18.0,,2024-08-05 14:14:50,2024-10-03 14:34:29,1317990,BUSINESS DEVELOPPEMENT AFTERMARKET
7 - Mobile,07 57 40 96 69 - Business Smartphone 20 Go,18.0,1.0,18.0,,2024-10-03 14:44:55,2024-10-03 14:44:55,1317990,BUSINESS DEVELOPPEMENT AFTERMARKET
7 - Mobile,07 57 47 12 84 - Business Smartphone 20 Go,18.0,1.0,18.0,,2024-10-03 14:44:55,2024-10-03 14:44:55,1317990,BUSINESS DEVELOPPEMENT AFTERMARKET
7 - Mobile,07 60 17 51 99 - Business Smartphone 20 Go,18.0,1.0,18.0,,2024-10-03 14:44:55,2024-10-03 14:44:55,1317990,BUSINESS DEVELOPPEMENT AFTERMARKET
7 - Mobile,07 63 79 50 92 - Business Smartphone 20 Go,18.0,1.0,18.0,,2024-10-03 14:44:55,2024-10-03 14:44:55,1317990,BUSINESS DEVELOPPEMENT AFTERMARKET
7 - Mobile,07 72 44 59 42 - Business Smartphone 20 Go,18.0,1.0,18.0,,2024-10-03 14:34:29,2024-10-03 14:34:29,1317990,BUSINESS DEVELOPPEMENT AFTERMARKET
7 - Mobile,07 72 51 57 85 - Business Smartphone 20 Go,18.0,1.0,18.0,,2023-09-21 09:41:31,2024-10-03 14:34:29,1317990,BUSINESS DEVELOPPEMENT AFTERMARKET
7 - Mobile,07 87 59 44 63 - Business Smartphone 20 Go,18.0,1.0,18.0,,2024-10-03 14:44:55,2024-10-03 14:44:55,1317990,BUSINESS DEVELOPPEMENT AFTERMARKET
7 - Mobile,07 87 93 90 66 - Business Smartphone 20 Go,18.0,1.0,18.0,,2024-10-03 14:44:55,2024-10-03 14:44:55,1317990,BUSINESS DEVELOPPEMENT AFTERMARKET
7 - Mobile,07 88 94 00 33 - Business Smartphone 20 Go,18.0,1.0,18.0,,2024-10-03 14:44:55,2024-10-03 14:44:55,1317990,BUSINESS DEVELOPPEMENT AFTERMARKET
7 - Mobile,07 88 94 00 34 - Business Smartphone 20 Go,18.0,1.0,18.0,,2024-10-03 14:44:55,2024-10-03 14:44:55,1317990,BUSINESS DEVELOPPEMENT AFTERMARKET
1 - Licenses and options,Avantage Multi-offre -7.5 %,-0.95,1.0,-0.95,,2024-11-28 16:38:06,2024-11-28 16:38:06,1383252,CABINET ALBERT ET ASSOCIES
1 - Licenses and options,Licence Téléphonie Hébergée,12.0,1.0,12.0,,2024-11-28 16:38:06,2024-11-28 16:38:06,1383252,CABINET ALBERT ET ASSOCIES
4 - Numbers and portabilities,Sélection Directe à l'arrivée (SDA),0.6,1.0,0.6,,2024-11-28 16:38:06,2024-11-28 16:49:37,1383252,CABINET ALBERT ET ASSOCIES
7 - Mobile,Business Smartphone Data 20 Go,25.0,5.0,125.0,,2024-01-11 13:53:19,2024-11-21 15:55:08,1383252,CABINET ALBERT ET ASSOCIES
7 - Mobile,Business Smartphone Data 50 Go,30.0,1.0,30.0,,2024-01-11 13:53:19,2024-11-21 15:55:08,1383252,CABINET ALBERT ET ASSOCIES
7 - Mobile,Remise Parc supérieur à 10 lignes -5% sur les abonnements,-7.75,1.0,-7.75,,2024-01-11 13:53:19,2024-11-21 15:55:08,1383252,CABINET ALBERT ET ASSOCIES
1 - Licenses and options,Application Softphone Doko,3.0,1.0,3.0,,2018-12-27 16:55:44,2024-04-23 15:49:45,456059,CABINET DUJARDIN ET DELEPLANQUE
1 - Licenses and options,Hébergement Coeur de système - Téléphonie IP,40.0,1.0,40.0,,2018-12-27 16:55:44,2024-04-23 15:49:45,456059,CABINET DUJARDIN ET DELEPLANQUE
2 - Telephone lines,Licence utilisateur - Illimité F/M France et 70 destinations,15.0,10.0,150.0,,2018-12-27 16:55:44,2024-04-23 15:49:45,456059,CABINET DUJARDIN ET DELEPLANQUE
5 - Service Pack,Services SVI,20.0,1.0,20.0,,2019-03-13 16:17:15,2024-04-23 15:49:45,456059,CABINET DUJARDIN ET DELEPLANQUE
5 - Service Pack,Services SVI Niveau 2,30.0,1.0,30.0,,2020-09-02 09:19:10,2024-04-23 15:49:45,456059,CABINET DUJARDIN ET DELEPLANQUE
7 - Mobile,Business Smartphone 20 Go,29.0,1.0,29.0,,2021-11-03 11:40:37,2024-03-26 15:10:57,761253,CAISSE DES INSTITUTIONS SOCIALES DU B.T.P.
7 - Mobile,Business Smartphone 5 Go,24.0,2.0,48.0,,2021-09-02 17:08:16,2024-03-26 15:10:57,761253,CAISSE DES INSTITUTIONS SOCIALES DU B.T.P.
7 - Mobile,Remise commerciale,-26.25,1.0,-26.25,,2023-06-15 16:47:02,2025-03-04 10:02:57,1225829,CAMBRAI CHARPENTES
7 - Mobile,Business Smartphone 20 Go,25.0,16.0,400.0,,2023-03-23 13:25:49,2025-03-04 10:02:57,1225829,CAMBRAI CHARPENTES
7 - Mobile,Business Smartphone 250 Go,65.0,1.0,65.0,,2023-06-02 11:51:26,2023-12-21 16:16:18,1225829,CAMBRAI CHARPENTES
7 - Mobile,Business Smartphone 50 Go,30.0,2.0,60.0,,2023-10-03 10:13:25,2024-03-28 11:07:33,1225829,CAMBRAI CHARPENTES
7 - Mobile,Business Smartphone 5 Go,18.0,26.0,468.0,,2024-01-22 15:03:10,2025-02-03 11:40:06,1390364,CAP EMPLOI LILLE METROPOLE DOUAISIS
7 - Mobile,Remise > 20 lignes,-0.9,26.0,-23.4,,2024-01-22 15:03:10,2025-02-03 11:40:06,1390364,CAP EMPLOI LILLE METROPOLE DOUAISIS
1 - Licenses and options,1 adresse IP publique IPV4,3.0,1.0,3.0,Lien d'accès - La Madeleine,2024-03-14 14:11:21,2024-10-25 11:03:13,349134,CARROSSERIE LILLOISE (site principal)
1 - Licenses and options,ATELIER - Licence utilisateur,12.5,3.0,37.5,,2023-12-08 14:51:40,2024-10-25 11:03:13,349134,CARROSSERIE LILLOISE (site principal)
1 - Licenses and options,Hébergement Coeur de système - Téléphonie IP,25.0,1.0,25.0,,2023-12-08 14:51:40,2024-10-25 11:03:13,349134,CARROSSERIE LILLOISE (site principal)
1 - Licenses and options,R+1 - Licence utilisateur,12.5,2.0,25.0,,2023-12-08 14:51:40,2024-10-25 11:03:13,349134,CARROSSERIE LILLOISE (site principal)
1 - Licenses and options,RDC - Licence utilisateur,12.5,2.0,25.0,,2023-12-08 14:51:40,2024-10-25 11:03:13,349134,CARROSSERIE LILLOISE (site principal)
1 - Licenses and options,Solution Contact Experience - Accueil téléphonique sur-mesure,79.0,1.0,79.0,,2023-10-23 16:03:38,2024-10-25 11:03:13,349134,CARROSSERIE LILLOISE (site principal)
2 - Telephone lines,Ligne Analogique,19.0,1.0,19.0,,2020-11-20 16:17:59,2024-10-25 11:03:13,349134,CARROSSERIE LILLOISE (site principal)
3 - Access links,Accès Internet - Fibre Mutualisée FTTH - 1Gbps,79.0,1.0,79.0,Site La Madeleine,2023-11-07 09:52:22,2024-10-25 11:03:13,349134,CARROSSERIE LILLOISE (site principal)
7 - Mobile,Accès Internet - Mobile 4G Backup + Routeur VRRP,14.0,1.0,14.0,Site La Madeleine,2023-11-16 09:52:06,2024-10-25 11:03:13,349134,CARROSSERIE LILLOISE (site principal)
8 - Various,Remise N'co Services,-10.0,1.0,-10.0,,2023-10-23 16:03:38,2024-10-25 11:03:13,349134,CARROSSERIE LILLOISE (site principal)
1 - Licenses and options,4 Accès Téléphonie Hébergée,50.0,1.0,50.0,,2021-01-14 16:45:52,2023-11-21 14:58:01,773480,CARROSSERIE LILLOISE II
3 - Access links,Accès Internet - Fibre Mutualisée FTTH - 1 Gbps Max,79.0,1.0,79.0,,2021-01-20 17:07:42,2024-03-26 15:20:53,773480,CARROSSERIE LILLOISE II
3 - Access links,Accès Internet - Mobile 4G Backup + Routeur VRRP,14.0,1.0,14.0,,2024-01-04 14:04:43,2024-01-04 14:04:43,773480,CARROSSERIE LILLOISE II
4 - Numbers and portabilities,Numéro direct - SDA supplémentaire,0.9,5.0,4.5,,2021-01-14 16:45:52,2024-03-26 15:20:53,773480,CARROSSERIE LILLOISE II
1 - Licenses and options,4 Accès Téléphoniques Hébergés,50.0,1.0,50.0,,2020-12-14 17:37:45,2023-06-26 10:40:06,773527,CARROSSERIE LILLOISE III
1 - Licenses and options,Solution Contact Expérience - Accueil téléphonique sur-mesure,59.0,1.0,59.0,,2023-10-23 16:08:12,2023-10-23 16:08:12,773527,CARROSSERIE LILLOISE III
2 - Telephone lines,Ligne Fax,19.0,1.0,19.0,,2020-12-14 17:37:45,2023-06-26 10:40:06,773527,CARROSSERIE LILLOISE III
3 - Access links,Accès Internet - Fibre Mutualisée FTTH - 1 Gbps Max,79.0,1.0,79.0,,2020-12-14 17:37:45,2024-03-26 15:22:47,773527,CARROSSERIE LILLOISE III
4 - Numbers and portabilities,Numéro direct - SDA supplémentaire,0.9,5.0,4.5,,2020-12-14 17:37:45,2024-03-26 15:22:47,773527,CARROSSERIE LILLOISE III
8 - Various,Remise N'Co Services,-10.0,1.0,-10.0,,2023-10-23 16:08:12,2023-10-23 16:08:12,773527,CARROSSERIE LILLOISE III
1 - Licenses and options,PBX Plug,10.0,1.0,10.0,,2019-02-07 15:53:13,2024-03-26 15:24:59,422920,CARTONNAGES VAILLANT
2 - Telephone lines,Accès Numéris,55.0,1.0,55.0,Activation le 31&#047;10&#047;2018,2018-10-31 15:51:27,2024-03-26 15:24:59,422920,CARTONNAGES VAILLANT
2 - Telephone lines,Trunk 6 Voix illimités Fixe et Mobile France,150.0,1.0,150.0,,2019-02-07 15:53:13,2024-03-26 15:24:59,422920,CARTONNAGES VAILLANT
3 - Access links,Remise lien d'accès,-10.0,1.0,-10.0,,2025-03-06 15:17:19,2025-03-06 15:17:19,422920,CARTONNAGES VAILLANT
3 - Access links,Accès Internet - Fibre Dédiée FTTO - 300 Mbps - Symétrique et garanti,649.0,1.0,649.0,,2021-11-25 09:55:18,2025-03-06 15:15:05,422920,CARTONNAGES VAILLANT
3 - Access links,Accès Internet - Fibre Mutualisée FTTH - 1 Gbps Max,89.0,1.0,89.0,,2021-11-25 09:55:18,2024-03-26 15:24:59,422920,CARTONNAGES VAILLANT
4 - Numbers and portabilities,Numéro direct - SDA supplémentaire,0.8,25.0,20.0,,2019-02-07 15:53:13,2024-03-26 15:24:59,422920,CARTONNAGES VAILLANT
6 - Hardware,Routeur Internet - Supervision - Compatible VRRP,10.0,2.0,20.0,,2021-11-25 09:55:18,2024-03-26 15:24:59,422920,CARTONNAGES VAILLANT
1 - Licenses and options,Cloud Firewall - VPN - Coeur de réseau MPLS,39.0,1.0,39.0,,2023-07-20 10:15:35,2024-03-26 15:29:21,1279049,CENTRE FERON VRAU
2 - Telephone lines,Accès Voix IP Full illimité - 4 Canaux,79.0,1.0,79.0,,2023-07-20 10:15:35,2024-03-26 15:29:20,1279049,CENTRE FERON VRAU
3 - Access links,Accès Internet - Fibre Mutualisée FTTH - 1 Gbps Max,59.0,1.0,59.0,,2023-07-20 10:15:35,2024-03-26 15:29:21,1279049,CENTRE FERON VRAU
3 - Access links,Accès Internet mobile 20 Go,20.0,1.0,20.0,,2023-07-20 10:15:35,2024-03-26 15:29:21,1279049,CENTRE FERON VRAU
4 - Numbers and portabilities,Numéro direct - SDA Supplémentaire,0.5,7.0,3.5,,2023-07-20 10:15:35,2024-03-26 15:29:20,1279049,CENTRE FERON VRAU
6 - Hardware,Passerelle pour PABX - 4 Com,10.0,1.0,10.0,,2023-07-20 10:15:35,2024-03-26 15:29:21,1279049,CENTRE FERON VRAU
6 - Hardware,Routeur Internet - Supervision - Compatible VRRP,5.0,1.0,5.0,,2023-07-20 10:15:35,2024-03-26 15:29:21,1279049,CENTRE FERON VRAU
6 - Hardware,Routeur Internet - Supervision - Compatible VRRP,5.0,1.0,5.0,,2023-07-20 10:15:35,2024-03-26 15:29:21,1279049,CENTRE FERON VRAU
8 - Various,Remise N'CO SERVICES - Pack Multi-produits,-10.0,1.0,-10.0,,2023-07-20 10:25:31,2024-03-26 15:29:21,1279049,CENTRE FERON VRAU
1 - Licenses and options,Licence utilisateur,15.0,2.0,30.0,,2025-03-21 11:31:04,2025-05-05 16:23:45,1701104,CESEMAT
1 - Licenses and options,Téléphonie Hébergée - Standard,12.5,1.0,12.5,,2025-03-21 11:31:04,2025-03-21 11:31:04,1701104,CESEMAT
4 - Numbers and portabilities,Numéro Direct - SDA,0.8,2.0,1.6,,2025-03-21 11:31:04,2025-05-05 16:23:45,1701104,CESEMAT
7 - Mobile,Business Smartphone 10GO - Ligne mobile Anne,19.0,1.0,19.0,,2021-01-19 16:54:44,2021-09-02 23:22:23,771956,CHAMBRE SYNDIC CAFETIER DEBITANT BOISSON - Site 1
7 - Mobile,Business Smartphone 10 Go - Ligne Mobile Gerard,19.0,1.0,19.0,,2021-02-03 08:57:37,2021-09-02 23:23:00,804793,CHAMBRE SYNDIC CAFETIER DEBITANT BOISSON - Site 2
7 - Mobile,Business Smartphone 20Go,26.0,1.0,26.0,,2021-06-11 09:34:22,2021-09-04 14:55:01,886043,CHEOPS Hauts-de-France
7 - Mobile,Business Smartphone 5 Go,18.0,2.0,36.0,,2023-07-31 13:52:54,2025-01-03 10:40:59,611662,CITEF
7 - Mobile,Business Voix et SMS,9.0,2.0,18.0,,2019-10-28 15:33:27,2024-03-26 15:31:48,611662,CITEF
1 - Licenses and options,Contact Expérience initial,69.0,1.0,69.0,,2024-01-18 10:03:57,2024-03-26 15:35:03,859819,CLOISONOR
1 - Licenses and options,Option : Gestion des demandes de rappel - Envoi de mail personnalisable,25.0,1.0,25.0,,2024-01-18 10:03:57,2024-03-26 15:35:03,859819,CLOISONOR
1 - Licenses and options,Remise N'co Services,-35.0,1.0,-35.0,,2024-01-18 10:07:16,2024-03-26 15:35:03,859819,CLOISONOR
3 - Access links,Accès Internet - Fibre Mutualisée FTTH - 1 Gbps Max,65.0,1.0,65.0,,2022-06-16 15:44:45,2024-03-26 15:35:03,859819,CLOISONOR
6 - Hardware,Routeur Internet - Supervision - Compatible VRRP,10.0,1.0,10.0,,2022-06-16 15:44:45,2024-03-26 15:32:44,859819,CLOISONOR
7 - Mobile,Business Smartphone 100 Go,35.0,1.0,35.0,,2022-02-14 09:44:01,2023-01-30 09:56:58,859819,CLOISONOR
7 - Mobile,Business Smartphone 20 Go,25.0,1.0,25.0,,2022-01-05 09:16:16,2024-02-01 10:49:51,859819,CLOISONOR
7 - Mobile,Business Smartphone 50 Go,30.0,1.0,30.0,,2024-02-01 10:49:51,2024-02-01 10:49:51,859819,CLOISONOR
1 - Licenses and options,Hébergement Coeur de système - Téléphonie IP,45.0,1.0,45.0,,2023-02-02 17:51:14,2024-03-26 15:40:36,1192822,CLS
1 - Licenses and options,Licence utilisateur - Illimité F/M France et 70 destinations,15.0,2.0,30.0,,2023-02-02 17:51:14,2024-03-26 15:40:36,1192822,CLS
1 - Licenses and options,Remise hébergement,-15.0,1.0,-15.0,,2023-02-02 17:56:28,2023-02-06 17:38:35,1192822,CLS
1 - Licenses and options,Remise licence,-2.0,2.0,-4.0,,2023-02-02 17:56:28,2023-03-23 09:29:30,1192822,CLS
3 - Access links,Routeur 4 G,15.0,1.0,15.0,,2023-02-02 18:00:08,2023-07-17 14:27:20,1192822,CLS
7 - Mobile,Business Smartphone 50 Go,29.0,1.0,29.0,,2023-02-02 17:51:14,2024-03-26 15:40:36,1192822,CLS
1 - Licenses and options,Hébergement Coeur de Système Standard Téléphonique,25.0,1.0,25.0,,2025-04-14 10:43:33,2025-04-14 10:44:05,580793,COFRINO FROID ET MACHINES
1 - Licenses and options,Licence Utilisateur illimité F/M France - 4 communication simultanées,15.0,18.0,270.0,,2025-04-14 10:43:33,2025-04-28 09:46:01,580793,COFRINO FROID ET MACHINES
1 - Licenses and options,Remise N'Co Services - Contact Expérience,-30.0,1.0,-30.0,,2025-04-14 10:43:33,2025-04-14 10:54:43,580793,COFRINO FROID ET MACHINES
1 - Licenses and options,Remise N'Co Services - Contact Expérience - Licence,-2.0,18.0,-36.0,,2025-04-14 10:51:50,2025-04-28 09:46:01,580793,COFRINO FROID ET MACHINES
1 - Licenses and options,Remise N'Co Services - Téléphonie hébergée + 10 comptes,-2.0,18.0,-36.0,,2025-04-14 10:51:50,2025-04-28 09:46:01,580793,COFRINO FROID ET MACHINES
1 - Licenses and options,Solution Contact Expérience,99.0,1.0,99.0,,2025-04-14 10:43:33,2025-04-14 10:43:33,580793,COFRINO FROID ET MACHINES
4 - Numbers and portabilities,Numéro direct - SDA supplémentaire,0.5,18.0,9.0,,2025-04-14 10:43:33,2025-04-28 09:46:01,580793,COFRINO FROID ET MACHINES
7 - Mobile,Abonnement M2M 1Go + SIM,11.0,1.0,11.0,,2023-08-28 11:29:05,2025-03-20 10:29:06,580793,COFRINO FROID ET MACHINES
7 - Mobile,Business Smartphone 1 Go,7.0,1.0,7.0,,2025-01-27 11:26:56,2025-04-17 10:12:14,580793,COFRINO FROID ET MACHINES
